Area,Year,Age,Education,Distribution
Brunei Darussalam,2015,40--64,Primary,0.33
Brunei Darussalam,2015,40--64,Total,1.00
Brunei Darussalam,2015,40--64,Under 15,0.00
Brunei Darussalam,2015,40--64,Upper Secondary,0.18
Brunei Darussalam,2015,60+,Incomplete Primary,0.28
Brunei Darussalam,2015,60+,Lower Secondary,0.10
Brunei Darussalam,2015,60+,No Education,0.17
Brunei Darussalam,2015,60+,Post Secondary,0.07
Brunei Darussalam,2015,60+,Primary,0.29
Brunei Darussalam,2015,60+,Total,1.00
Brunei Darussalam,2015,60+,Under 15,0.00
Brunei Darussalam,2015,60+,Upper Secondary,0.09
Brunei Darussalam,2015,65+,Incomplete Primary,0.31
Brunei Darussalam,2015,65+,Lower Secondary,0.08
Brunei Darussalam,2015,65+,No Education,0.21
Brunei Darussalam,2015,65+,Post Secondary,0.06
Brunei Darussalam,2015,65+,Primary,0.27
Brunei Darussalam,2015,65+,Total,1.00
Brunei Darussalam,2015,65+,Under 15,0.00
Brunei Darussalam,2015,65+,Upper Secondary,0.07
Brunei Darussalam,2015,80+,Incomplete Primary,0.37
Brunei Darussalam,2015,80+,Lower Secondary,0.04
Brunei Darussalam,2015,80+,No Education,0.33
Brunei Darussalam,2015,80+,Post Secondary,0.03
Brunei Darussalam,2015,80+,Primary,0.20
Brunei Darussalam,2015,80+,Total,1.00
Brunei Darussalam,2015,80+,Under 15,0.00
Brunei Darussalam,2015,80+,Upper Secondary,0.04
Brunei Darussalam,2015,All,Incomplete Primary,0.08
Brunei Darussalam,2015,All,Lower Secondary,0.15
Brunei Darussalam,2015,All,No Education,0.04
Brunei Darussalam,2015,All,Post Secondary,0.09
Brunei Darussalam,2015,All,Primary,0.22
Brunei Darussalam,2015,All,Total,1.00
Brunei Darussalam,2015,All,Under 15,0.25
Brunei Darussalam,2015,All,Upper Secondary,0.17
Bulgaria,2015,15+,Incomplete Primary,0.01
Bulgaria,2015,15+,Lower Secondary,0.22
Bulgaria,2015,15+,No Education,0.01
Bulgaria,2015,15+,Post Secondary,0.21
Bulgaria,2015,15+,Primary,0.04
Bulgaria,2015,15+,Total,1.00
Bulgaria,2015,15+,Under 15,0.00
Bulgaria,2015,15+,Upper Secondary,0.52
Bulgaria,2015,20--39,Incomplete Primary,0.00
Bulgaria,2015,20--39,Lower Secondary,0.10
Bulgaria,2015,20--39,No Education,0.00
Bulgaria,2015,20--39,Post Secondary,0.24
Bulgaria,2015,20--39,Primary,0.02
Bulgaria,2015,20--39,Total,1.00
Bulgaria,2015,20--39,Under 15,0.00
Bulgaria,2015,20--39,Upper Secondary,0.63
Bulgaria,2015,20--64,Incomplete Primary,0.00
Bulgaria,2015,20--64,Lower Secondary,0.14
Bulgaria,2015,20--64,No Education,0.01
Bulgaria,2015,20--64,Post Secondary,0.24
Bulgaria,2015,20--64,Primary,0.03
Bulgaria,2015,20--64,Total,1.00
Bulgaria,2015,20--64,Under 15,0.00
Bulgaria,2015,20--64,Upper Secondary,0.58
Bulgaria,2015,25+,Incomplete Primary,0.01
Bulgaria,2015,25+,Lower Secondary,0.20
Bulgaria,2015,25+,No Education,0.01
Bulgaria,2015,25+,Post Secondary,0.23
Bulgaria,2015,25+,Primary,0.04
Bulgaria,2015,25+,Total,1.00
Bulgaria,2015,25+,Under 15,0.00
Bulgaria,2015,25+,Upper Secondary,0.52
Bulgaria,2015,40--64,Incomplete Primary,0.01
Bulgaria,2015,40--64,Lower Secondary,0.17
Bulgaria,2015,40--64,No Education,0.01
Bulgaria,2015,40--64,Post Secondary,0.23
Bulgaria,2015,40--64,Primary,0.03
Bulgaria,2015,40--64,Total,1.00
Bulgaria,2015,40--64,Under 15,0.00
Bulgaria,2015,40--64,Upper Secondary,0.55
Bulgaria,2015,60+,Incomplete Primary,0.01
Bulgaria,2015,60+,Lower Secondary,0.33
Bulgaria,2015,60+,No Education,0.01
Bulgaria,2015,60+,Post Secondary,0.18
Bulgaria,2015,60+,Primary,0.08
Bulgaria,2015,60+,Total,1.00
Bulgaria,2015,60+,Under 15,0.00
Bulgaria,2015,60+,Upper Secondary,0.39
Bulgaria,2015,65+,Incomplete Primary,0.01
Bulgaria,2015,65+,Lower Secondary,0.36
Bulgaria,2015,65+,No Education,0.02
Bulgaria,2015,65+,Post Secondary,0.17
Bulgaria,2015,65+,Primary,0.09
Bulgaria,2015,65+,Total,1.00
Bulgaria,2015,65+,Under 15,0.00
Bulgaria,2015,65+,Upper Secondary,0.36
Bulgaria,2015,80+,Incomplete Primary,0.02
Bulgaria,2015,80+,Lower Secondary,0.42
Bulgaria,2015,80+,No Education,0.03
Bulgaria,2015,80+,Post Secondary,0.11
Bulgaria,2015,80+,Primary,0.19
Bulgaria,2015,80+,Total,1.00
Bulgaria,2015,80+,Under 15,0.00
Bulgaria,2015,80+,Upper Secondary,0.23
Bulgaria,2015,All,Incomplete Primary,0.00
Bulgaria,2015,All,Lower Secondary,0.18
Bulgaria,2015,All,No Education,0.01
Bulgaria,2015,All,Post Secondary,0.18
Bulgaria,2015,All,Primary,0.04
Bulgaria,2015,All,Total,1.00
Bulgaria,2015,All,Under 15,0.14
Bulgaria,2015,All,Upper Secondary,0.44
Burkina Faso,2015,15+,Incomplete Primary,0.12
Burkina Faso,2015,15+,Lower Secondary,0.07
Burkina Faso,2015,15+,No Education,0.69
Burkina Faso,2015,15+,Post Secondary,0.01
Burkina Faso,2015,15+,Primary,0.08
Burkina Faso,2015,15+,Total,1.00
Burkina Faso,2015,15+,Under 15,0.00
Burkina Faso,2015,15+,Upper Secondary,0.03
Burkina Faso,2015,20--39,Incomplete Primary,0.13
Burkina Faso,2015,20--39,Lower Secondary,0.09
Burkina Faso,2015,20--39,No Education,0.64
Burkina Faso,2015,20--39,Post Secondary,0.01
Burkina Faso,2015,20--39,Primary,0.09
Burkina Faso,2015,20--39,Total,1.00
Burkina Faso,2015,20--39,Under 15,0.00
Burkina Faso,2015,20--39,Upper Secondary,0.04
Burkina Faso,2015,20--64,Incomplete Primary,0.10
Burkina Faso,2015,20--64,Lower Secondary,0.07
Burkina Faso,2015,20--64,No Education,0.70
Burkina Faso,2015,20--64,Post Secondary,0.01
Burkina Faso,2015,20--64,Primary,0.07
Burkina Faso,2015,20--64,Total,1.00
Burkina Faso,2015,20--64,Under 15,0.00
Burkina Faso,2015,20--64,Upper Secondary,0.03
Burkina Faso,2015,25+,Incomplete Primary,0.09
Burkina Faso,2015,25+,Lower Secondary,0.06
Burkina Faso,2015,25+,No Education,0.74
Burkina Faso,2015,25+,Post Secondary,0.02
Burkina Faso,2015,25+,Primary,0.06
Burkina Faso,2015,25+,Total,1.00
Burkina Faso,2015,25+,Under 15,0.00
Burkina Faso,2015,25+,Upper Secondary,0.04
Burkina Faso,2015,40--64,Incomplete Primary,0.05
Burkina Faso,2015,40--64,Lower Secondary,0.04
Burkina Faso,2015,40--64,No Education,0.83
Burkina Faso,2015,40--64,Post Secondary,0.02
Burkina Faso,2015,40--64,Primary,0.04
Burkina Faso,2015,40--64,Total,1.00
Burkina Faso,2015,40--64,Under 15,0.00
Burkina Faso,2015,40--64,Upper Secondary,0.02
Burkina Faso,2015,60+,Incomplete Primary,0.02
Burkina Faso,2015,60+,Lower Secondary,0.02
Burkina Faso,2015,60+,No Education,0.93
Burkina Faso,2015,60+,Post Secondary,0.01
Burkina Faso,2015,60+,Primary,0.02
Burkina Faso,2015,60+,Total,1.00
Burkina Faso,2015,60+,Under 15,0.00
Burkina Faso,2015,60+,Upper Secondary,0.01
Burkina Faso,2015,65+,Incomplete Primary,0.02
Burkina Faso,2015,65+,Lower Secondary,0.01
Burkina Faso,2015,65+,No Education,0.94
Burkina Faso,2015,65+,Post Secondary,0.01
Burkina Faso,2015,65+,Primary,0.01
Burkina Faso,2015,65+,Total,1.00
Burkina Faso,2015,65+,Under 15,0.00
Burkina Faso,2015,65+,Upper Secondary,0.01
Burkina Faso,2015,80+,Incomplete Primary,0.01
Burkina Faso,2015,80+,Lower Secondary,0.00
Burkina Faso,2015,80+,No Education,0.98
Burkina Faso,2015,80+,Post Secondary,0.00
Burkina Faso,2015,80+,Primary,0.01
Burkina Faso,2015,80+,Total,1.00
Burkina Faso,2015,80+,Under 15,0.00
Burkina Faso,2015,80+,Upper Secondary,0.00
Burkina Faso,2015,All,Incomplete Primary,0.07
Burkina Faso,2015,All,Lower Secondary,0.04
Burkina Faso,2015,All,No Education,0.38
Burkina Faso,2015,All,Post Secondary,0.01
Burkina Faso,2015,All,Primary,0.05
Burkina Faso,2015,All,Total,1.00
Burkina Faso,2015,All,Under 15,0.44
Burkina Faso,2015,All,Upper Secondary,0.02
Burundi,2015,15+,Incomplete Primary,0.28
Burundi,2015,15+,Lower Secondary,0.06
Burundi,2015,15+,No Education,0.37
Burundi,2015,15+,Post Secondary,0.02
Burundi,2015,15+,Primary,0.25
Burundi,2015,15+,Total,1.00
Burundi,2015,15+,Under 15,0.00
Burundi,2015,15+,Upper Secondary,0.02
Burundi,2015,20--39,Incomplete Primary,0.32
Burundi,2015,20--39,Lower Secondary,0.08
Burundi,2015,20--39,No Education,0.26
Burundi,2015,20--39,Post Secondary,0.02
Burundi,2015,20--39,Primary,0.28
Burundi,2015,20--39,Total,1.00
Burundi,2015,20--39,Under 15,0.00
Burundi,2015,20--39,Upper Secondary,0.04
Burundi,2015,20--64,Incomplete Primary,0.27
Burundi,2015,20--64,Lower Secondary,0.06
Burundi,2015,20--64,No Education,0.38
Burundi,2015,20--64,Post Secondary,0.02
Burundi,2015,20--64,Primary,0.24
Burundi,2015,20--64,Total,1.00
Burundi,2015,20--64,Under 15,0.00
Burundi,2015,20--64,Upper Secondary,0.03
Burundi,2015,25+,Incomplete Primary,0.23
Burundi,2015,25+,Lower Secondary,0.05
Burundi,2015,25+,No Education,0.46
Burundi,2015,25+,Post Secondary,0.02
Burundi,2015,25+,Primary,0.21
Burundi,2015,25+,Total,1.00
Burundi,2015,25+,Under 15,0.00
Burundi,2015,25+,Upper Secondary,0.03
Burundi,2015,40--64,Incomplete Primary,0.16
Burundi,2015,40--64,Lower Secondary,0.02
Burundi,2015,40--64,No Education,0.65
Burundi,2015,40--64,Post Secondary,0.02
Burundi,2015,40--64,Primary,0.14
Burundi,2015,40--64,Total,1.00
Burundi,2015,40--64,Under 15,0.00
Burundi,2015,40--64,Upper Secondary,0.01
Burundi,2015,60+,Incomplete Primary,0.15
Burundi,2015,60+,Lower Secondary,0.01
Burundi,2015,60+,No Education,0.74
Burundi,2015,60+,Post Secondary,0.01
Burundi,2015,60+,Primary,0.08
Burundi,2015,60+,Total,1.00
Burundi,2015,60+,Under 15,0.00
Burundi,2015,60+,Upper Secondary,0.00
Burundi,2015,65+,Incomplete Primary,0.14
Burundi,2015,65+,Lower Secondary,0.01
Burundi,2015,65+,No Education,0.77
Burundi,2015,65+,Post Secondary,0.01
Burundi,2015,65+,Primary,0.06
Burundi,2015,65+,Total,1.00
Burundi,2015,65+,Under 15,0.00
Burundi,2015,65+,Upper Secondary,0.00
Burundi,2015,80+,Incomplete Primary,0.12
Burundi,2015,80+,Lower Secondary,0.01
Burundi,2015,80+,No Education,0.81
Burundi,2015,80+,Post Secondary,0.00
Burundi,2015,80+,Primary,0.05
Burundi,2015,80+,Total,1.00
Burundi,2015,80+,Under 15,0.00
Burundi,2015,80+,Upper Secondary,0.00
Burundi,2015,All,Incomplete Primary,0.18
Burundi,2015,All,Lower Secondary,0.04
Burundi,2015,All,No Education,0.24
Burundi,2015,All,Post Secondary,0.01
Burundi,2015,All,Primary,0.16
Burundi,2015,All,Total,1.00
Burundi,2015,All,Under 15,0.36
Burundi,2015,All,Upper Secondary,0.01
Cambodia,2015,15+,Incomplete Primary,0.25
Cambodia,2015,15+,Lower Secondary,0.16
Cambodia,2015,15+,No Education,0.20
Cambodia,2015,15+,Post Secondary,0.02
Cambodia,2015,15+,Primary,0.29
Cambodia,2015,15+,Total,1.00
Cambodia,2015,15+,Under 15,0.00
Cambodia,2015,15+,Upper Secondary,0.07
Cambodia,2015,20--39,Incomplete Primary,0.22
Cambodia,2015,20--39,Lower Secondary,0.19
Cambodia,2015,20--39,No Education,0.15
Cambodia,2015,20--39,Post Secondary,0.04
Cambodia,2015,20--39,Primary,0.30
Cambodia,2015,20--39,Total,1.00
Cambodia,2015,20--39,Under 15,0.00
Cambodia,2015,20--39,Upper Secondary,0.10
Cambodia,2015,20--64,Incomplete Primary,0.26
Cambodia,2015,20--64,Lower Secondary,0.16
Cambodia,2015,20--64,No Education,0.19
Cambodia,2015,20--64,Post Secondary,0.03
Cambodia,2015,20--64,Primary,0.28
Cambodia,2015,20--64,Total,1.00
Cambodia,2015,20--64,Under 15,0.00
Cambodia,2015,20--64,Upper Secondary,0.08
Cambodia,2015,25+,Incomplete Primary,0.26
Cambodia,2015,25+,Lower Secondary,0.15
Cambodia,2015,25+,No Education,0.24
Cambodia,2015,25+,Post Secondary,0.02
Cambodia,2015,25+,Primary,0.26
Cambodia,2015,25+,Total,1.00
Cambodia,2015,25+,Under 15,0.00
Cambodia,2015,25+,Upper Secondary,0.07
Cambodia,2015,40--64,Incomplete Primary,0.31
Cambodia,2015,40--64,Lower Secondary,0.12
Cambodia,2015,40--64,No Education,0.27
Cambodia,2015,40--64,Post Secondary,0.01
Cambodia,2015,40--64,Primary,0.24
Cambodia,2015,40--64,Total,1.00
Cambodia,2015,40--64,Under 15,0.00
Cambodia,2015,40--64,Upper Secondary,0.05
Cambodia,2015,60+,Incomplete Primary,0.32
Cambodia,2015,60+,Lower Secondary,0.05
Cambodia,2015,60+,No Education,0.41
Cambodia,2015,60+,Post Secondary,0.01
Cambodia,2015,60+,Primary,0.19
Cambodia,2015,60+,Total,1.00
Cambodia,2015,60+,Under 15,0.00
Cambodia,2015,60+,Upper Secondary,0.03
Cambodia,2015,65+,Incomplete Primary,0.30
Cambodia,2015,65+,Lower Secondary,0.04
Cambodia,2015,65+,No Education,0.47
Cambodia,2015,65+,Post Secondary,0.01
Cambodia,2015,65+,Primary,0.16
Cambodia,2015,65+,Total,1.00
Cambodia,2015,65+,Under 15,0.00
Cambodia,2015,65+,Upper Secondary,0.02
Cambodia,2015,80+,Incomplete Primary,0.22
Cambodia,2015,80+,Lower Secondary,0.02
Cambodia,2015,80+,No Education,0.67
Cambodia,2015,80+,Post Secondary,0.00
Cambodia,2015,80+,Primary,0.08
Cambodia,2015,80+,Total,1.00
Cambodia,2015,80+,Under 15,0.00
Cambodia,2015,80+,Upper Secondary,0.01
Cambodia,2015,All,Incomplete Primary,0.18
Cambodia,2015,All,Lower Secondary,0.12
Cambodia,2015,All,No Education,0.14
Cambodia,2015,All,Post Secondary,0.02
Cambodia,2015,All,Primary,0.20
Cambodia,2015,All,Total,1.00
Cambodia,2015,All,Under 15,0.30
Cambodia,2015,All,Upper Secondary,0.05
Cameroon,2015,15+,Incomplete Primary,0.18
Cameroon,2015,15+,Lower Secondary,0.14
Cameroon,2015,15+,No Education,0.16
Cameroon,2015,15+,Post Secondary,0.04
Cameroon,2015,15+,Primary,0.39
Cameroon,2015,15+,Total,1.00
Cameroon,2015,15+,Under 15,0.00
Cameroon,2015,15+,Upper Secondary,0.10
Cameroon,2015,20--39,Incomplete Primary,0.15
Cameroon,2015,20--39,Lower Secondary,0.16
Cameroon,2015,20--39,No Education,0.10
Cameroon,2015,20--39,Post Secondary,0.05
Cameroon,2015,20--39,Primary,0.42
Cameroon,2015,20--39,Total,1.00
Cameroon,2015,20--39,Under 15,0.00
Cameroon,2015,20--39,Upper Secondary,0.14
Cameroon,2015,20--64,Incomplete Primary,0.16
Cameroon,2015,20--64,Lower Secondary,0.14
Cameroon,2015,20--64,No Education,0.15
Cameroon,2015,20--64,Post Secondary,0.05
Cameroon,2015,20--64,Primary,0.38
Cameroon,2015,20--64,Total,1.00
Cameroon,2015,20--64,Under 15,0.00
Cameroon,2015,20--64,Upper Secondary,0.12
Cameroon,2015,25+,Incomplete Primary,0.17
Cameroon,2015,25+,Lower Secondary,0.12
Cameroon,2015,25+,No Education,0.21
Cameroon,2015,25+,Post Secondary,0.05
Cameroon,2015,25+,Primary,0.36
Cameroon,2015,25+,Total,1.00
Cameroon,2015,25+,Under 15,0.00
Cameroon,2015,25+,Upper Secondary,0.11
Cameroon,2015,40--64,Incomplete Primary,0.20
Cameroon,2015,40--64,Lower Secondary,0.11
Cameroon,2015,40--64,No Education,0.25
Cameroon,2015,40--64,Post Secondary,0.04
Cameroon,2015,40--64,Primary,0.32
Cameroon,2015,40--64,Total,1.00
Cameroon,2015,40--64,Under 15,0.00
Cameroon,2015,40--64,Upper Secondary,0.08
Cameroon,2015,60+,Incomplete Primary,0.18
Cameroon,2015,60+,Lower Secondary,0.04
Cameroon,2015,60+,No Education,0.55
Cameroon,2015,60+,Post Secondary,0.02
Cameroon,2015,60+,Primary,0.18
Cameroon,2015,60+,Total,1.00
Cameroon,2015,60+,Under 15,0.00
Cameroon,2015,60+,Upper Secondary,0.03
Cameroon,2015,65+,Incomplete Primary,0.17
Cameroon,2015,65+,Lower Secondary,0.04
Cameroon,2015,65+,No Education,0.62
Cameroon,2015,65+,Post Secondary,0.01
Cameroon,2015,65+,Primary,0.15
Cameroon,2015,65+,Total,1.00
Cameroon,2015,65+,Under 15,0.00
Cameroon,2015,65+,Upper Secondary,0.02
Cameroon,2015,80+,Incomplete Primary,0.12
Cameroon,2015,80+,Lower Secondary,0.02
Cameroon,2015,80+,No Education,0.79
Cameroon,2015,80+,Post Secondary,0.00
Cameroon,2015,80+,Primary,0.07
Cameroon,2015,80+,Total,1.00
Cameroon,2015,80+,Under 15,0.00
Cameroon,2015,80+,Upper Secondary,0.01
Cameroon,2015,All,Incomplete Primary,0.11
Cameroon,2015,All,Lower Secondary,0.08
Cameroon,2015,All,No Education,0.10
Cameroon,2015,All,Post Secondary,0.02
Cameroon,2015,All,Primary,0.24
Cameroon,2015,All,Total,1.00
Cameroon,2015,All,Under 15,0.40
Cameroon,2015,All,Upper Secondary,0.06
Canada,2015,15+,Incomplete Primary,0.00
Canada,2015,15+,Lower Secondary,0.07
Canada,2015,15+,No Education,0.01
Canada,2015,15+,Post Secondary,0.53
Canada,2015,15+,Primary,0.04
Canada,2015,15+,Total,1.00
Canada,2015,15+,Under 15,0.00
Canada,2015,15+,Upper Secondary,0.36
Canada,2015,20--39,Incomplete Primary,0.00
Canada,2015,20--39,Lower Secondary,0.03
Canada,2015,20--39,No Education,0.00
Canada,2015,20--39,Post Secondary,0.61
Canada,2015,20--39,Primary,0.01
Canada,2015,20--39,Total,1.00
Canada,2015,20--39,Under 15,0.00
Canada,2015,20--39,Upper Secondary,0.35
Canada,2015,20--64,Incomplete Primary,0.00
Canada,2015,20--64,Lower Secondary,0.04
Canada,2015,20--64,No Education,0.00
Canada,2015,20--64,Post Secondary,0.59
Canada,2015,20--64,Primary,0.02
Canada,2015,20--64,Total,1.00
Canada,2015,20--64,Under 15,0.00
Canada,2015,20--64,Upper Secondary,0.34
Canada,2015,25+,Incomplete Primary,0.00
Canada,2015,25+,Lower Secondary,0.06
Canada,2015,25+,No Education,0.01
Canada,2015,25+,Post Secondary,0.57
Canada,2015,25+,Primary,0.04
Canada,2015,25+,Total,1.00
Canada,2015,25+,Under 15,0.00
Canada,2015,25+,Upper Secondary,0.31
Canada,2015,40--64,Incomplete Primary,0.00
Canada,2015,40--64,Lower Secondary,0.06
Canada,2015,40--64,No Education,0.01
Canada,2015,40--64,Post Secondary,0.58
Canada,2015,40--64,Primary,0.03
Canada,2015,40--64,Total,1.00
Canada,2015,40--64,Under 15,0.00
Canada,2015,40--64,Upper Secondary,0.33
Canada,2015,60+,Incomplete Primary,0.01
Canada,2015,60+,Lower Secondary,0.10
Canada,2015,60+,No Education,0.01
Canada,2015,60+,Post Secondary,0.46
Canada,2015,60+,Primary,0.10
Canada,2015,60+,Total,1.00
Canada,2015,60+,Under 15,0.00
Canada,2015,60+,Upper Secondary,0.31
Canada,2015,65+,Incomplete Primary,0.01
Canada,2015,65+,Lower Secondary,0.11
Canada,2015,65+,No Education,0.02
Canada,2015,65+,Post Secondary,0.44
Canada,2015,65+,Primary,0.12
Canada,2015,65+,Total,1.00
Canada,2015,65+,Under 15,0.00
Canada,2015,65+,Upper Secondary,0.31
Canada,2015,80+,Incomplete Primary,0.02
Canada,2015,80+,Lower Secondary,0.12
Canada,2015,80+,No Education,0.02
Canada,2015,80+,Post Secondary,0.37
Canada,2015,80+,Primary,0.19
Canada,2015,80+,Total,1.00
Canada,2015,80+,Under 15,0.00
Canada,2015,80+,Upper Secondary,0.27
Canada,2015,All,Incomplete Primary,0.00
Canada,2015,All,Lower Secondary,0.06
Canada,2015,All,No Education,0.01
Canada,2015,All,Post Secondary,0.44
Canada,2015,All,Primary,0.03
Canada,2015,All,Total,1.00
Canada,2015,All,Under 15,0.16
Canada,2015,All,Upper Secondary,0.30
Cape Verde,2015,15+,Incomplete Primary,0.33
Cape Verde,2015,15+,Lower Secondary,0.22
Cape Verde,2015,15+,No Education,0.11
Cape Verde,2015,15+,Post Secondary,0.03
Cape Verde,2015,15+,Primary,0.22
Cape Verde,2015,15+,Total,1.00
Cape Verde,2015,15+,Under 15,0.00
Cape Verde,2015,15+,Upper Secondary,0.08
Cape Verde,2015,20--39,Incomplete Primary,0.28
Cape Verde,2015,20--39,Lower Secondary,0.29
Cape Verde,2015,20--39,No Education,0.02
Cape Verde,2015,20--39,Post Secondary,0.04
Cape Verde,2015,20--39,Primary,0.27
Cape Verde,2015,20--39,Total,1.00
Cape Verde,2015,20--39,Under 15,0.00
Cape Verde,2015,20--39,Upper Secondary,0.10
Cape Verde,2015,20--64,Incomplete Primary,0.37
Cape Verde,2015,20--64,Lower Secondary,0.22
Cape Verde,2015,20--64,No Education,0.07
Cape Verde,2015,20--64,Post Secondary,0.04
Cape Verde,2015,20--64,Primary,0.23
Cape Verde,2015,20--64,Total,1.00
Cape Verde,2015,20--64,Under 15,0.00
Cape Verde,2015,20--64,Upper Secondary,0.07
Cape Verde,2015,25+,Incomplete Primary,0.40
Cape Verde,2015,25+,Lower Secondary,0.18
Cape Verde,2015,25+,No Education,0.13
Cape Verde,2015,25+,Post Secondary,0.04
Cape Verde,2015,25+,Primary,0.20
Cape Verde,2015,25+,Total,1.00
Cape Verde,2015,25+,Under 15,0.00
Cape Verde,2015,25+,Upper Secondary,0.06
Cape Verde,2015,40--64,Incomplete Primary,0.51
Cape Verde,2015,40--64,Lower Secondary,0.10
Cape Verde,2015,40--64,No Education,0.15
Cape Verde,2015,40--64,Post Secondary,0.04
Cape Verde,2015,40--64,Primary,0.16
Cape Verde,2015,40--64,Total,1.00
Cape Verde,2015,40--64,Under 15,0.00
Cape Verde,2015,40--64,Upper Secondary,0.03
Cape Verde,2015,60+,Incomplete Primary,0.34
Cape Verde,2015,60+,Lower Secondary,0.04
Cape Verde,2015,60+,No Education,0.48
Cape Verde,2015,60+,Post Secondary,0.03
Cape Verde,2015,60+,Primary,0.10
Cape Verde,2015,60+,Total,1.00
Cape Verde,2015,60+,Under 15,0.00
Cape Verde,2015,60+,Upper Secondary,0.01
Cape Verde,2015,65+,Incomplete Primary,0.30
Cape Verde,2015,65+,Lower Secondary,0.03
Cape Verde,2015,65+,No Education,0.54
Cape Verde,2015,65+,Post Secondary,0.03
Cape Verde,2015,65+,Primary,0.09
Cape Verde,2015,65+,Total,1.00
Cape Verde,2015,65+,Under 15,0.00
Cape Verde,2015,65+,Upper Secondary,0.01
Cape Verde,2015,80+,Incomplete Primary,0.27
Cape Verde,2015,80+,Lower Secondary,0.02
Cape Verde,2015,80+,No Education,0.61
Cape Verde,2015,80+,Post Secondary,0.02
Cape Verde,2015,80+,Primary,0.08
Cape Verde,2015,80+,Total,1.00
Cape Verde,2015,80+,Under 15,0.00
Cape Verde,2015,80+,Upper Secondary,0.01
Cape Verde,2015,All,Incomplete Primary,0.24
Cape Verde,2015,All,Lower Secondary,0.16
Cape Verde,2015,All,No Education,0.08
Cape Verde,2015,All,Post Secondary,0.02
Cape Verde,2015,All,Primary,0.15
Cape Verde,2015,All,Total,1.00
Cape Verde,2015,All,Under 15,0.29
Cape Verde,2015,All,Upper Secondary,0.06
Central African Republic,2015,15+,Incomplete Primary,0.29
Central African Republic,2015,15+,Lower Secondary,0.10
Central African Republic,2015,15+,No Education,0.25
Central African Republic,2015,15+,Post Secondary,0.01
Central African Republic,2015,15+,Primary,0.32
Central African Republic,2015,15+,Total,1.00
Central African Republic,2015,15+,Under 15,0.00
Central African Republic,2015,15+,Upper Secondary,0.03
Central African Republic,2015,20--39,Incomplete Primary,0.26
Central African Republic,2015,20--39,Lower Secondary,0.13
Central African Republic,2015,20--39,No Education,0.18
Central African Republic,2015,20--39,Post Secondary,0.01
Central African Republic,2015,20--39,Primary,0.37
Central African Republic,2015,20--39,Total,1.00
Central African Republic,2015,20--39,Under 15,0.00
Central African Republic,2015,20--39,Upper Secondary,0.05
Central African Republic,2015,20--64,Incomplete Primary,0.27
Central African Republic,2015,20--64,Lower Secondary,0.11
Central African Republic,2015,20--64,No Education,0.24
Central African Republic,2015,20--64,Post Secondary,0.01
Central African Republic,2015,20--64,Primary,0.31
Central African Republic,2015,20--64,Total,1.00
Central African Republic,2015,20--64,Under 15,0.00
Central African Republic,2015,20--64,Upper Secondary,0.04
Central African Republic,2015,25+,Incomplete Primary,0.26
Central African Republic,2015,25+,Lower Secondary,0.10
Central African Republic,2015,25+,No Education,0.32
Central African Republic,2015,25+,Post Secondary,0.02
Central African Republic,2015,25+,Primary,0.26
Central African Republic,2015,25+,Total,1.00
Central African Republic,2015,25+,Under 15,0.00
Central African Republic,2015,25+,Upper Secondary,0.04
Central African Republic,2015,40--64,Incomplete Primary,0.31
Central African Republic,2015,40--64,Lower Secondary,0.08
Central African Republic,2015,40--64,No Education,0.37
Central African Republic,2015,40--64,Post Secondary,0.02
Central African Republic,2015,40--64,Primary,0.20
Central African Republic,2015,40--64,Total,1.00
Central African Republic,2015,40--64,Under 15,0.00
Central African Republic,2015,40--64,Upper Secondary,0.03
Central African Republic,2015,60+,Incomplete Primary,0.21
Central African Republic,2015,60+,Lower Secondary,0.02
Central African Republic,2015,60+,No Education,0.70
Central African Republic,2015,60+,Post Secondary,0.01
Central African Republic,2015,60+,Primary,0.06
Central African Republic,2015,60+,Total,1.00
Central African Republic,2015,60+,Under 15,0.00
Central African Republic,2015,60+,Upper Secondary,0.01
Central African Republic,2015,65+,Incomplete Primary,0.17
Central African Republic,2015,65+,Lower Secondary,0.01
Central African Republic,2015,65+,No Education,0.77
Central African Republic,2015,65+,Post Secondary,0.01
Central African Republic,2015,65+,Primary,0.04
Central African Republic,2015,65+,Total,1.00
Central African Republic,2015,65+,Under 15,0.00
Central African Republic,2015,65+,Upper Secondary,0.00
Central African Republic,2015,80+,Incomplete Primary,0.05
Central African Republic,2015,80+,Lower Secondary,0.00
Central African Republic,2015,80+,No Education,0.94
Central African Republic,2015,80+,Post Secondary,0.00
Central African Republic,2015,80+,Primary,0.00
Central African Republic,2015,80+,Total,1.00
Central African Republic,2015,80+,Under 15,0.00
Central African Republic,2015,80+,Upper Secondary,0.00
Central African Republic,2015,All,Incomplete Primary,0.18
Central African Republic,2015,All,Lower Secondary,0.06
Central African Republic,2015,All,No Education,0.16
Central African Republic,2015,All,Post Secondary,0.01
Central African Republic,2015,All,Primary,0.20
Central African Republic,2015,All,Total,1.00
Central African Republic,2015,All,Under 15,0.39
Central African Republic,2015,All,Upper Secondary,0.02
Chad,2015,15+,Incomplete Primary,0.19
Chad,2015,15+,Lower Secondary,0.06
Chad,2015,15+,No Education,0.59
Chad,2015,15+,Post Secondary,0.01
Chad,2015,15+,Primary,0.13
