Area,Year,Age,Education,Distribution
Benin,2015,80--84,Post Secondary,0.01
Benin,2015,80--84,Primary,0.04
Benin,2015,80--84,Total,1.00
Benin,2015,80--84,Under 15,0.00
Benin,2015,80--84,Upper Secondary,0.00
Benin,2015,85--89,Incomplete Primary,0.04
Benin,2015,85--89,Lower Secondary,0.00
Benin,2015,85--89,No Education,0.93
Benin,2015,85--89,Post Secondary,0.00
Benin,2015,85--89,Primary,0.03
Benin,2015,85--89,Total,1.00
Benin,2015,85--89,Under 15,0.00
Benin,2015,85--89,Upper Secondary,0.00
Benin,2015,90--94,Incomplete Primary,0.03
Benin,2015,90--94,Lower Secondary,0.00
Benin,2015,90--94,No Education,0.95
Benin,2015,90--94,Post Secondary,0.00
Benin,2015,90--94,Primary,0.02
Benin,2015,90--94,Total,1.00
Benin,2015,90--94,Under 15,0.00
Benin,2015,90--94,Upper Secondary,0.00
Benin,2015,95--99,Incomplete Primary,0.02
Benin,2015,95--99,Lower Secondary,0.00
Benin,2015,95--99,No Education,0.96
Benin,2015,95--99,Post Secondary,0.00
Benin,2015,95--99,Primary,0.01
Benin,2015,95--99,Total,1.00
Benin,2015,95--99,Under 15,0.00
Benin,2015,95--99,Upper Secondary,0.00
Bhutan,2015,100+,Incomplete Primary,0.02
Bhutan,2015,100+,Lower Secondary,0.00
Bhutan,2015,100+,No Education,0.98
Bhutan,2015,100+,Post Secondary,0.00
Bhutan,2015,100+,Primary,0.00
Bhutan,2015,100+,Total,1.00
Bhutan,2015,100+,Under 15,0.00
Bhutan,2015,100+,Upper Secondary,0.00
Bhutan,2015,15--19,Incomplete Primary,0.08
Bhutan,2015,15--19,Lower Secondary,0.46
Bhutan,2015,15--19,No Education,0.19
Bhutan,2015,15--19,Post Secondary,0.01
Bhutan,2015,15--19,Primary,0.20
Bhutan,2015,15--19,Total,1.00
Bhutan,2015,15--19,Under 15,0.00
Bhutan,2015,15--19,Upper Secondary,0.06
Bhutan,2015,20--24,Incomplete Primary,0.12
Bhutan,2015,20--24,Lower Secondary,0.41
Bhutan,2015,20--24,No Education,0.22
Bhutan,2015,20--24,Post Secondary,0.08
Bhutan,2015,20--24,Primary,0.04
Bhutan,2015,20--24,Total,1.00
Bhutan,2015,20--24,Under 15,0.00
Bhutan,2015,20--24,Upper Secondary,0.14
Bhutan,2015,25--29,Incomplete Primary,0.14
Bhutan,2015,25--29,Lower Secondary,0.37
Bhutan,2015,25--29,No Education,0.27
Bhutan,2015,25--29,Post Secondary,0.10
Bhutan,2015,25--29,Primary,0.04
Bhutan,2015,25--29,Total,1.00
Bhutan,2015,25--29,Under 15,0.00
Bhutan,2015,25--29,Upper Secondary,0.09
Bhutan,2015,30--34,Incomplete Primary,0.20
Bhutan,2015,30--34,Lower Secondary,0.23
Bhutan,2015,30--34,No Education,0.38
Bhutan,2015,30--34,Post Secondary,0.10
Bhutan,2015,30--34,Primary,0.02
Bhutan,2015,30--34,Total,1.00
Bhutan,2015,30--34,Under 15,0.00
Bhutan,2015,30--34,Upper Secondary,0.07
Bhutan,2015,35--39,Incomplete Primary,0.23
Bhutan,2015,35--39,Lower Secondary,0.18
Bhutan,2015,35--39,No Education,0.45
Bhutan,2015,35--39,Post Secondary,0.08
Bhutan,2015,35--39,Primary,0.02
Bhutan,2015,35--39,Total,1.00
Bhutan,2015,35--39,Under 15,0.00
Bhutan,2015,35--39,Upper Secondary,0.04
Bhutan,2015,40--44,Incomplete Primary,0.22
Bhutan,2015,40--44,Lower Secondary,0.13
Bhutan,2015,40--44,No Education,0.55
Bhutan,2015,40--44,Post Secondary,0.07
Bhutan,2015,40--44,Primary,0.01
Bhutan,2015,40--44,Total,1.00
Bhutan,2015,40--44,Under 15,0.00
Bhutan,2015,40--44,Upper Secondary,0.02
Bhutan,2015,45--49,Incomplete Primary,0.20
Bhutan,2015,45--49,Lower Secondary,0.12
Bhutan,2015,45--49,No Education,0.60
Bhutan,2015,45--49,Post Secondary,0.06
Bhutan,2015,45--49,Primary,0.01
Bhutan,2015,45--49,Total,1.00
Bhutan,2015,45--49,Under 15,0.00
Bhutan,2015,45--49,Upper Secondary,0.02
Bhutan,2015,50--54,Incomplete Primary,0.15
Bhutan,2015,50--54,Lower Secondary,0.08
Bhutan,2015,50--54,No Education,0.70
Bhutan,2015,50--54,Post Secondary,0.05
Bhutan,2015,50--54,Primary,0.00
Bhutan,2015,50--54,Total,1.00
Bhutan,2015,50--54,Under 15,0.00
Bhutan,2015,50--54,Upper Secondary,0.01
Bhutan,2015,55--59,Incomplete Primary,0.13
Bhutan,2015,55--59,Lower Secondary,0.06
Bhutan,2015,55--59,No Education,0.75
Bhutan,2015,55--59,Post Secondary,0.04
Bhutan,2015,55--59,Primary,0.00
Bhutan,2015,55--59,Total,1.00
Bhutan,2015,55--59,Under 15,0.00
Bhutan,2015,55--59,Upper Secondary,0.01
Bhutan,2015,60--64,Incomplete Primary,0.13
Bhutan,2015,60--64,Lower Secondary,0.05
Bhutan,2015,60--64,No Education,0.78
Bhutan,2015,60--64,Post Secondary,0.03
Bhutan,2015,60--64,Primary,0.00
Bhutan,2015,60--64,Total,1.00
Bhutan,2015,60--64,Under 15,0.00
Bhutan,2015,60--64,Upper Secondary,0.01
Bhutan,2015,65--69,Incomplete Primary,0.10
Bhutan,2015,65--69,Lower Secondary,0.03
Bhutan,2015,65--69,No Education,0.84
Bhutan,2015,65--69,Post Secondary,0.02
Bhutan,2015,65--69,Primary,0.00
Bhutan,2015,65--69,Total,1.00
Bhutan,2015,65--69,Under 15,0.00
Bhutan,2015,65--69,Upper Secondary,0.01
Bhutan,2015,70--74,Incomplete Primary,0.07
Bhutan,2015,70--74,Lower Secondary,0.01
Bhutan,2015,70--74,No Education,0.90
Bhutan,2015,70--74,Post Secondary,0.01
Bhutan,2015,70--74,Primary,0.00
Bhutan,2015,70--74,Total,1.00
Bhutan,2015,70--74,Under 15,0.00
Bhutan,2015,70--74,Upper Secondary,0.00
Bhutan,2015,75--79,Incomplete Primary,0.05
Bhutan,2015,75--79,Lower Secondary,0.01
Bhutan,2015,75--79,No Education,0.92
Bhutan,2015,75--79,Post Secondary,0.01
Bhutan,2015,75--79,Primary,0.00
Bhutan,2015,75--79,Total,1.00
Bhutan,2015,75--79,Under 15,0.00
Bhutan,2015,75--79,Upper Secondary,0.00
Bhutan,2015,80--84,Incomplete Primary,0.05
Bhutan,2015,80--84,Lower Secondary,0.01
Bhutan,2015,80--84,No Education,0.94
Bhutan,2015,80--84,Post Secondary,0.00
Bhutan,2015,80--84,Primary,0.00
Bhutan,2015,80--84,Total,1.00
Bhutan,2015,80--84,Under 15,0.00
Bhutan,2015,80--84,Upper Secondary,0.00
Bhutan,2015,85--89,Incomplete Primary,0.05
Bhutan,2015,85--89,Lower Secondary,0.01
Bhutan,2015,85--89,No Education,0.94
Bhutan,2015,85--89,Post Secondary,0.01
Bhutan,2015,85--89,Primary,0.00
Bhutan,2015,85--89,Total,1.00
Bhutan,2015,85--89,Under 15,0.00
Bhutan,2015,85--89,Upper Secondary,0.00
Bhutan,2015,90--94,Incomplete Primary,0.04
Bhutan,2015,90--94,Lower Secondary,0.00
Bhutan,2015,90--94,No Education,0.96
Bhutan,2015,90--94,Post Secondary,0.00
Bhutan,2015,90--94,Primary,0.00
Bhutan,2015,90--94,Total,1.00
Bhutan,2015,90--94,Under 15,0.00
Bhutan,2015,90--94,Upper Secondary,0.00
Bhutan,2015,95--99,Incomplete Primary,0.03
Bhutan,2015,95--99,Lower Secondary,0.00
Bhutan,2015,95--99,No Education,0.97
Bhutan,2015,95--99,Post Secondary,0.00
Bhutan,2015,95--99,Primary,0.00
Bhutan,2015,95--99,Total,1.00
Bhutan,2015,95--99,Under 15,0.00
Bhutan,2015,95--99,Upper Secondary,0.00
Bolivia (Plurinational State of) ,2015,100+,Incomplete Primary,0.15
Bolivia (Plurinational State of) ,2015,100+,Lower Secondary,0.06
Bolivia (Plurinational State of) ,2015,100+,No Education,0.63
Bolivia (Plurinational State of) ,2015,100+,Post Secondary,0.04
Bolivia (Plurinational State of) ,2015,100+,Primary,0.08
Bolivia (Plurinational State of) ,2015,100+,Total,1.00
Bolivia (Plurinational State of) ,2015,100+,Under 15,0.00
Bolivia (Plurinational State of) ,2015,100+,Upper Secondary,0.05
Bolivia (Plurinational State of) ,2015,15--19,Incomplete Primary,0.06
Bolivia (Plurinational State of) ,2015,15--19,Lower Secondary,0.53
Bolivia (Plurinational State of) ,2015,15--19,No Education,0.01
Bolivia (Plurinational State of) ,2015,15--19,Post Secondary,0.00
Bolivia (Plurinational State of) ,2015,15--19,Primary,0.13
Bolivia (Plurinational State of) ,2015,15--19,Total,1.00
Bolivia (Plurinational State of) ,2015,15--19,Under 15,0.00
Bolivia (Plurinational State of) ,2015,15--19,Upper Secondary,0.26
Bolivia (Plurinational State of) ,2015,20--24,Incomplete Primary,0.06
Bolivia (Plurinational State of) ,2015,20--24,Lower Secondary,0.18
Bolivia (Plurinational State of) ,2015,20--24,No Education,0.02
Bolivia (Plurinational State of) ,2015,20--24,Post Secondary,0.13
Bolivia (Plurinational State of) ,2015,20--24,Primary,0.14
Bolivia (Plurinational State of) ,2015,20--24,Total,1.00
Bolivia (Plurinational State of) ,2015,20--24,Under 15,0.00
Bolivia (Plurinational State of) ,2015,20--24,Upper Secondary,0.47
Bolivia (Plurinational State of) ,2015,25--29,Incomplete Primary,0.08
Bolivia (Plurinational State of) ,2015,25--29,Lower Secondary,0.19
Bolivia (Plurinational State of) ,2015,25--29,No Education,0.02
Bolivia (Plurinational State of) ,2015,25--29,Post Secondary,0.21
Bolivia (Plurinational State of) ,2015,25--29,Primary,0.15
Bolivia (Plurinational State of) ,2015,25--29,Total,1.00
Bolivia (Plurinational State of) ,2015,25--29,Under 15,0.00
Bolivia (Plurinational State of) ,2015,25--29,Upper Secondary,0.35
Bolivia (Plurinational State of) ,2015,30--34,Incomplete Primary,0.09
Bolivia (Plurinational State of) ,2015,30--34,Lower Secondary,0.22
Bolivia (Plurinational State of) ,2015,30--34,No Education,0.02
Bolivia (Plurinational State of) ,2015,30--34,Post Secondary,0.19
Bolivia (Plurinational State of) ,2015,30--34,Primary,0.16
Bolivia (Plurinational State of) ,2015,30--34,Total,1.00
Bolivia (Plurinational State of) ,2015,30--34,Under 15,0.00
Bolivia (Plurinational State of) ,2015,30--34,Upper Secondary,0.32
Bolivia (Plurinational State of) ,2015,35--39,Incomplete Primary,0.16
Bolivia (Plurinational State of) ,2015,35--39,Lower Secondary,0.20
Bolivia (Plurinational State of) ,2015,35--39,No Education,0.06
Bolivia (Plurinational State of) ,2015,35--39,Post Secondary,0.18
Bolivia (Plurinational State of) ,2015,35--39,Primary,0.17
Bolivia (Plurinational State of) ,2015,35--39,Total,1.00
Bolivia (Plurinational State of) ,2015,35--39,Under 15,0.00
Bolivia (Plurinational State of) ,2015,35--39,Upper Secondary,0.23
Bolivia (Plurinational State of) ,2015,40--44,Incomplete Primary,0.20
Bolivia (Plurinational State of) ,2015,40--44,Lower Secondary,0.20
Bolivia (Plurinational State of) ,2015,40--44,No Education,0.08
Bolivia (Plurinational State of) ,2015,40--44,Post Secondary,0.16
Bolivia (Plurinational State of) ,2015,40--44,Primary,0.17
Bolivia (Plurinational State of) ,2015,40--44,Total,1.00
Bolivia (Plurinational State of) ,2015,40--44,Under 15,0.00
Bolivia (Plurinational State of) ,2015,40--44,Upper Secondary,0.20
Bolivia (Plurinational State of) ,2015,45--49,Incomplete Primary,0.20
Bolivia (Plurinational State of) ,2015,45--49,Lower Secondary,0.20
Bolivia (Plurinational State of) ,2015,45--49,No Education,0.05
Bolivia (Plurinational State of) ,2015,45--49,Post Secondary,0.14
Bolivia (Plurinational State of) ,2015,45--49,Primary,0.20
Bolivia (Plurinational State of) ,2015,45--49,Total,1.00
Bolivia (Plurinational State of) ,2015,45--49,Under 15,0.00
Bolivia (Plurinational State of) ,2015,45--49,Upper Secondary,0.21
Bolivia (Plurinational State of) ,2015,50--54,Incomplete Primary,0.24
Bolivia (Plurinational State of) ,2015,50--54,Lower Secondary,0.19
Bolivia (Plurinational State of) ,2015,50--54,No Education,0.08
Bolivia (Plurinational State of) ,2015,50--54,Post Secondary,0.13
Bolivia (Plurinational State of) ,2015,50--54,Primary,0.18
Bolivia (Plurinational State of) ,2015,50--54,Total,1.00
Bolivia (Plurinational State of) ,2015,50--54,Under 15,0.00
Bolivia (Plurinational State of) ,2015,50--54,Upper Secondary,0.18
Bolivia (Plurinational State of) ,2015,55--59,Incomplete Primary,0.27
Bolivia (Plurinational State of) ,2015,55--59,Lower Secondary,0.16
Bolivia (Plurinational State of) ,2015,55--59,No Education,0.12
Bolivia (Plurinational State of) ,2015,55--59,Post Secondary,0.14
Bolivia (Plurinational State of) ,2015,55--59,Primary,0.16
Bolivia (Plurinational State of) ,2015,55--59,Total,1.00
Bolivia (Plurinational State of) ,2015,55--59,Under 15,0.00
Bolivia (Plurinational State of) ,2015,55--59,Upper Secondary,0.15
Bolivia (Plurinational State of) ,2015,60--64,Incomplete Primary,0.31
Bolivia (Plurinational State of) ,2015,60--64,Lower Secondary,0.13
Bolivia (Plurinational State of) ,2015,60--64,No Education,0.16
Bolivia (Plurinational State of) ,2015,60--64,Post Secondary,0.13
Bolivia (Plurinational State of) ,2015,60--64,Primary,0.15
Bolivia (Plurinational State of) ,2015,60--64,Total,1.00
Bolivia (Plurinational State of) ,2015,60--64,Under 15,0.00
Bolivia (Plurinational State of) ,2015,60--64,Upper Secondary,0.13
Bolivia (Plurinational State of) ,2015,65--69,Incomplete Primary,0.32
Bolivia (Plurinational State of) ,2015,65--69,Lower Secondary,0.10
Bolivia (Plurinational State of) ,2015,65--69,No Education,0.22
Bolivia (Plurinational State of) ,2015,65--69,Post Secondary,0.12
Bolivia (Plurinational State of) ,2015,65--69,Primary,0.14
Bolivia (Plurinational State of) ,2015,65--69,Total,1.00
Bolivia (Plurinational State of) ,2015,65--69,Under 15,0.00
Bolivia (Plurinational State of) ,2015,65--69,Upper Secondary,0.10
Bolivia (Plurinational State of) ,2015,70--74,Incomplete Primary,0.32
Bolivia (Plurinational State of) ,2015,70--74,Lower Secondary,0.09
Bolivia (Plurinational State of) ,2015,70--74,No Education,0.28
Bolivia (Plurinational State of) ,2015,70--74,Post Secondary,0.10
Bolivia (Plurinational State of) ,2015,70--74,Primary,0.13
Bolivia (Plurinational State of) ,2015,70--74,Total,1.00
Bolivia (Plurinational State of) ,2015,70--74,Under 15,0.00
Bolivia (Plurinational State of) ,2015,70--74,Upper Secondary,0.08
Bolivia (Plurinational State of) ,2015,75--79,Incomplete Primary,0.29
Bolivia (Plurinational State of) ,2015,75--79,Lower Secondary,0.08
Bolivia (Plurinational State of) ,2015,75--79,No Education,0.36
Bolivia (Plurinational State of) ,2015,75--79,Post Secondary,0.08
Bolivia (Plurinational State of) ,2015,75--79,Primary,0.11
Bolivia (Plurinational State of) ,2015,75--79,Total,1.00
Bolivia (Plurinational State of) ,2015,75--79,Under 15,0.00
Bolivia (Plurinational State of) ,2015,75--79,Upper Secondary,0.08
Bolivia (Plurinational State of) ,2015,80--84,Incomplete Primary,0.26
Bolivia (Plurinational State of) ,2015,80--84,Lower Secondary,0.06
Bolivia (Plurinational State of) ,2015,80--84,No Education,0.46
Bolivia (Plurinational State of) ,2015,80--84,Post Secondary,0.06
Bolivia (Plurinational State of) ,2015,80--84,Primary,0.09
Bolivia (Plurinational State of) ,2015,80--84,Total,1.00
Bolivia (Plurinational State of) ,2015,80--84,Under 15,0.00
Bolivia (Plurinational State of) ,2015,80--84,Upper Secondary,0.06
Bolivia (Plurinational State of) ,2015,85--89,Incomplete Primary,0.23
Bolivia (Plurinational State of) ,2015,85--89,Lower Secondary,0.06
Bolivia (Plurinational State of) ,2015,85--89,No Education,0.50
Bolivia (Plurinational State of) ,2015,85--89,Post Secondary,0.06
Bolivia (Plurinational State of) ,2015,85--89,Primary,0.08
Bolivia (Plurinational State of) ,2015,85--89,Total,1.00
Bolivia (Plurinational State of) ,2015,85--89,Under 15,0.00
Bolivia (Plurinational State of) ,2015,85--89,Upper Secondary,0.06
Bolivia (Plurinational State of) ,2015,90--94,Incomplete Primary,0.22
Bolivia (Plurinational State of) ,2015,90--94,Lower Secondary,0.06
Bolivia (Plurinational State of) ,2015,90--94,No Education,0.53
Bolivia (Plurinational State of) ,2015,90--94,Post Secondary,0.05
Bolivia (Plurinational State of) ,2015,90--94,Primary,0.08
Bolivia (Plurinational State of) ,2015,90--94,Total,1.00
Bolivia (Plurinational State of) ,2015,90--94,Under 15,0.00
Bolivia (Plurinational State of) ,2015,90--94,Upper Secondary,0.06
Bolivia (Plurinational State of) ,2015,95--99,Incomplete Primary,0.16
Bolivia (Plurinational State of) ,2015,95--99,Lower Secondary,0.05
Bolivia (Plurinational State of) ,2015,95--99,No Education,0.62
Bolivia (Plurinational State of) ,2015,95--99,Post Secondary,0.04
Bolivia (Plurinational State of) ,2015,95--99,Primary,0.07
Bolivia (Plurinational State of) ,2015,95--99,Total,1.00
Bolivia (Plurinational State of) ,2015,95--99,Under 15,0.00
Bolivia (Plurinational State of) ,2015,95--99,Upper Secondary,0.06
Bosnia and Herzegovina,2015,100+,Incomplete Primary,0.06
Bosnia and Herzegovina,2015,100+,Lower Secondary,0.01
Bosnia and Herzegovina,2015,100+,No Education,0.84
Bosnia and Herzegovina,2015,100+,Post Secondary,0.00
Bosnia and Herzegovina,2015,100+,Primary,0.05
Bosnia and Herzegovina,2015,100+,Total,1.00
Bosnia and Herzegovina,2015,100+,Under 15,0.00
Bosnia and Herzegovina,2015,100+,Upper Secondary,0.03
Bosnia and Herzegovina,2015,15--19,Incomplete Primary,0.00
Bosnia and Herzegovina,2015,15--19,Lower Secondary,0.67
Bosnia and Herzegovina,2015,15--19,No Education,0.00
Bosnia and Herzegovina,2015,15--19,Post Secondary,0.00
Bosnia and Herzegovina,2015,15--19,Primary,0.06
Bosnia and Herzegovina,2015,15--19,Total,1.00
Bosnia and Herzegovina,2015,15--19,Under 15,0.00
Bosnia and Herzegovina,2015,15--19,Upper Secondary,0.26
Bosnia and Herzegovina,2015,20--24,Incomplete Primary,0.00
Bosnia and Herzegovina,2015,20--24,Lower Secondary,0.04
Bosnia and Herzegovina,2015,20--24,No Education,0.01
Bosnia and Herzegovina,2015,20--24,Post Secondary,0.06
Bosnia and Herzegovina,2015,20--24,Primary,0.01
Bosnia and Herzegovina,2015,20--24,Total,1.00
Bosnia and Herzegovina,2015,20--24,Under 15,0.00
Bosnia and Herzegovina,2015,20--24,Upper Secondary,0.88
Bosnia and Herzegovina,2015,25--29,Incomplete Primary,0.00
Bosnia and Herzegovina,2015,25--29,Lower Secondary,0.06
Bosnia and Herzegovina,2015,25--29,No Education,0.00
Bosnia and Herzegovina,2015,25--29,Post Secondary,0.16
Bosnia and Herzegovina,2015,25--29,Primary,0.02
Bosnia and Herzegovina,2015,25--29,Total,1.00
Bosnia and Herzegovina,2015,25--29,Under 15,0.00
Bosnia and Herzegovina,2015,25--29,Upper Secondary,0.76
Bosnia and Herzegovina,2015,30--34,Incomplete Primary,0.00
Bosnia and Herzegovina,2015,30--34,Lower Secondary,0.11
Bosnia and Herzegovina,2015,30--34,No Education,0.01
Bosnia and Herzegovina,2015,30--34,Post Secondary,0.15
Bosnia and Herzegovina,2015,30--34,Primary,0.03
Bosnia and Herzegovina,2015,30--34,Total,1.00
Bosnia and Herzegovina,2015,30--34,Under 15,0.00
Bosnia and Herzegovina,2015,30--34,Upper Secondary,0.70
Bosnia and Herzegovina,2015,35--39,Incomplete Primary,0.01
Bosnia and Herzegovina,2015,35--39,Lower Secondary,0.19
Bosnia and Herzegovina,2015,35--39,No Education,0.01
Bosnia and Herzegovina,2015,35--39,Post Secondary,0.12
Bosnia and Herzegovina,2015,35--39,Primary,0.06
Bosnia and Herzegovina,2015,35--39,Total,1.00
Bosnia and Herzegovina,2015,35--39,Under 15,0.00
Bosnia and Herzegovina,2015,35--39,Upper Secondary,0.61
Bosnia and Herzegovina,2015,40--44,Incomplete Primary,0.01
Bosnia and Herzegovina,2015,40--44,Lower Secondary,0.22
Bosnia and Herzegovina,2015,40--44,No Education,0.02
Bosnia and Herzegovina,2015,40--44,Post Secondary,0.09
Bosnia and Herzegovina,2015,40--44,Primary,0.06
Bosnia and Herzegovina,2015,40--44,Total,1.00
Bosnia and Herzegovina,2015,40--44,Under 15,0.00
Bosnia and Herzegovina,2015,40--44,Upper Secondary,0.61
Bosnia and Herzegovina,2015,45--49,Incomplete Primary,0.01
Bosnia and Herzegovina,2015,45--49,Lower Secondary,0.20
Bosnia and Herzegovina,2015,45--49,No Education,0.01
Bosnia and Herzegovina,2015,45--49,Post Secondary,0.07
Bosnia and Herzegovina,2015,45--49,Primary,0.07
Bosnia and Herzegovina,2015,45--49,Total,1.00
Bosnia and Herzegovina,2015,45--49,Under 15,0.00
Bosnia and Herzegovina,2015,45--49,Upper Secondary,0.64
Bosnia and Herzegovina,2015,50--54,Incomplete Primary,0.02
Bosnia and Herzegovina,2015,50--54,Lower Secondary,0.16
Bosnia and Herzegovina,2015,50--54,No Education,0.02
Bosnia and Herzegovina,2015,50--54,Post Secondary,0.08
Bosnia and Herzegovina,2015,50--54,Primary,0.09
Bosnia and Herzegovina,2015,50--54,Total,1.00
Bosnia and Herzegovina,2015,50--54,Under 15,0.00
Bosnia and Herzegovina,2015,50--54,Upper Secondary,0.62
Bosnia and Herzegovina,2015,55--59,Incomplete Primary,0.03
Bosnia and Herzegovina,2015,55--59,Lower Secondary,0.19
Bosnia and Herzegovina,2015,55--59,No Education,0.04
Bosnia and Herzegovina,2015,55--59,Post Secondary,0.10
Bosnia and Herzegovina,2015,55--59,Primary,0.13
Bosnia and Herzegovina,2015,55--59,Total,1.00
Bosnia and Herzegovina,2015,55--59,Under 15,0.00
Bosnia and Herzegovina,2015,55--59,Upper Secondary,0.51
Bosnia and Herzegovina,2015,60--64,Incomplete Primary,0.05
Bosnia and Herzegovina,2015,60--64,Lower Secondary,0.21
Bosnia and Herzegovina,2015,60--64,No Education,0.06
Bosnia and Herzegovina,2015,60--64,Post Secondary,0.10
Bosnia and Herzegovina,2015,60--64,Primary,0.18
Bosnia and Herzegovina,2015,60--64,Total,1.00
Bosnia and Herzegovina,2015,60--64,Under 15,0.00
Bosnia and Herzegovina,2015,60--64,Upper Secondary,0.41
Bosnia and Herzegovina,2015,65--69,Incomplete Primary,0.09
Bosnia and Herzegovina,2015,65--69,Lower Secondary,0.17
Bosnia and Herzegovina,2015,65--69,No Education,0.09
Bosnia and Herzegovina,2015,65--69,Post Secondary,0.11
Bosnia and Herzegovina,2015,65--69,Primary,0.20
Bosnia and Herzegovina,2015,65--69,Total,1.00
Bosnia and Herzegovina,2015,65--69,Under 15,0.00
Bosnia and Herzegovina,2015,65--69,Upper Secondary,0.35
Bosnia and Herzegovina,2015,70--74,Incomplete Primary,0.12
Bosnia and Herzegovina,2015,70--74,Lower Secondary,0.14
Bosnia and Herzegovina,2015,70--74,No Education,0.19
Bosnia and Herzegovina,2015,70--74,Post Secondary,0.09
Bosnia and Herzegovina,2015,70--74,Primary,0.21
Bosnia and Herzegovina,2015,70--74,Total,1.00
Bosnia and Herzegovina,2015,70--74,Under 15,0.00
Bosnia and Herzegovina,2015,70--74,Upper Secondary,0.24
Bosnia and Herzegovina,2015,75--79,Incomplete Primary,0.11
Bosnia and Herzegovina,2015,75--79,Lower Secondary,0.12
Bosnia and Herzegovina,2015,75--79,No Education,0.29
Bosnia and Herzegovina,2015,75--79,Post Secondary,0.06
Bosnia and Herzegovina,2015,75--79,Primary,0.22
Bosnia and Herzegovina,2015,75--79,Total,1.00
Bosnia and Herzegovina,2015,75--79,Under 15,0.00
Bosnia and Herzegovina,2015,75--79,Upper Secondary,0.20
Bosnia and Herzegovina,2015,80--84,Incomplete Primary,0.12
Bosnia and Herzegovina,2015,80--84,Lower Secondary,0.07
Bosnia and Herzegovina,2015,80--84,No Education,0.42
Bosnia and Herzegovina,2015,80--84,Post Secondary,0.05
Bosnia and Herzegovina,2015,80--84,Primary,0.18
Bosnia and Herzegovina,2015,80--84,Total,1.00
Bosnia and Herzegovina,2015,80--84,Under 15,0.00
Bosnia and Herzegovina,2015,80--84,Upper Secondary,0.16
Bosnia and Herzegovina,2015,85--89,Incomplete Primary,0.09
Bosnia and Herzegovina,2015,85--89,Lower Secondary,0.06
Bosnia and Herzegovina,2015,85--89,No Education,0.56
Bosnia and Herzegovina,2015,85--89,Post Secondary,0.02
Bosnia and Herzegovina,2015,85--89,Primary,0.13
Bosnia and Herzegovina,2015,85--89,Total,1.00
Bosnia and Herzegovina,2015,85--89,Under 15,0.00
Bosnia and Herzegovina,2015,85--89,Upper Secondary,0.13
Bosnia and Herzegovina,2015,90--94,Incomplete Primary,0.10
Bosnia and Herzegovina,2015,90--94,Lower Secondary,0.05
Bosnia and Herzegovina,2015,90--94,No Education,0.62
Bosnia and Herzegovina,2015,90--94,Post Secondary,0.02
Bosnia and Herzegovina,2015,90--94,Primary,0.12
Bosnia and Herzegovina,2015,90--94,Total,1.00
Bosnia and Herzegovina,2015,90--94,Under 15,0.00
Bosnia and Herzegovina,2015,90--94,Upper Secondary,0.10
Bosnia and Herzegovina,2015,95--99,Incomplete Primary,0.08
Bosnia and Herzegovina,2015,95--99,Lower Secondary,0.03
Bosnia and Herzegovina,2015,95--99,No Education,0.74
Bosnia and Herzegovina,2015,95--99,Post Secondary,0.01
Bosnia and Herzegovina,2015,95--99,Primary,0.09
Bosnia and Herzegovina,2015,95--99,Total,1.00
Bosnia and Herzegovina,2015,95--99,Under 15,0.00
Bosnia and Herzegovina,2015,95--99,Upper Secondary,0.06
Botswana,2015,100+,Incomplete Primary,0.17
Botswana,2015,100+,Lower Secondary,0.06
Botswana,2015,100+,No Education,0.60
Botswana,2015,100+,Post Secondary,0.02
Botswana,2015,100+,Primary,0.08
Botswana,2015,100+,Total,1.00
Botswana,2015,100+,Under 15,0.00
Botswana,2015,100+,Upper Secondary,0.08
Botswana,2015,15--19,Incomplete Primary,0.05
Botswana,2015,15--19,Lower Secondary,0.71
Botswana,2015,15--19,No Education,0.01
Botswana,2015,15--19,Post Secondary,0.00
Botswana,2015,15--19,Primary,0.12
Botswana,2015,15--19,Total,1.00
Botswana,2015,15--19,Under 15,0.00
Botswana,2015,15--19,Upper Secondary,0.10
Botswana,2015,20--24,Incomplete Primary,0.05
Botswana,2015,20--24,Lower Secondary,0.42
Botswana,2015,20--24,No Education,0.01
Botswana,2015,20--24,Post Secondary,0.03
Botswana,2015,20--24,Primary,0.11
Botswana,2015,20--24,Total,1.00
Botswana,2015,20--24,Under 15,0.00
Botswana,2015,20--24,Upper Secondary,0.37
Botswana,2015,25--29,Incomplete Primary,0.08
Botswana,2015,25--29,Lower Secondary,0.36
Botswana,2015,25--29,No Education,0.02
Botswana,2015,25--29,Post Secondary,0.05
Botswana,2015,25--29,Primary,0.11
Botswana,2015,25--29,Total,1.00
Botswana,2015,25--29,Under 15,0.00
Botswana,2015,25--29,Upper Secondary,0.38
Botswana,2015,30--34,Incomplete Primary,0.09
Botswana,2015,30--34,Lower Secondary,0.35
Botswana,2015,30--34,No Education,0.03
Botswana,2015,30--34,Post Secondary,0.06
Botswana,2015,30--34,Primary,0.10
Botswana,2015,30--34,Total,1.00
Botswana,2015,30--34,Under 15,0.00
Botswana,2015,30--34,Upper Secondary,0.37
Botswana,2015,35--39,Incomplete Primary,0.09
Botswana,2015,35--39,Lower Secondary,0.35
Botswana,2015,35--39,No Education,0.03
Botswana,2015,35--39,Post Secondary,0.06
Botswana,2015,35--39,Primary,0.10
Botswana,2015,35--39,Total,1.00
